Order_ID,Order_Date,Country,Region,Product,Category,Quantity,Unit_Price,Unit_Cost,Revenue,Cost,Profit,Profit_Margin,Month
100153,2025-01-08,Spain,Europe,Monitor,Electronics,4,345.35,240.66,1381.4,962.64,418.7600000000001,0.3031417402635008,2025-01
102272,2025-01-08,Singapore,Asia,Keyboard,Accessories,3,77.12,37.39,231.36,112.17,119.19000000000001,0.5151711618257262,2025-01
100580,2025-01-08,Spain,Europe,Tablet,Electronics,1,423.5,330.54,423.5,330.54,92.95999999999998,0.2195041322314049,2025-01
104039,2025-01-09,Mexico,North America,Keyboard,Accessories,11,78.3,40.01,861.3,440.11,421.18999999999994,0.4890166028097062,2025-01
104070,2025-01-09,Mexico,North America,Tablet,Electronics,10,450.45,302.1,4504.5,3021.0,1483.5,0.32933732933732934,2025-01
100543,2025-01-09,UK,Europe,Laptop,Electronics,10,847.96,633.19,8479.6,6331.9,2147.7000000000007,0.25327845653096853,2025-01
100850,2025-01-09,Singapore,Asia,Smartwatch,Wearables,9,202.56,143.45,1823.04,1291.05,531.99,0.29181477093206953,2025-01
104950,2025-01-09,Canada,North America,Laptop,Electronics,4,982.48,662.28,3929.92,2649.12,1280.8000000000002,0.32590994218711833,2025-01
103211,2025-01-10,Italy,Europe,Monitor,Electronics,11,386.38,222.53,4250.18,2447.83,1802.3500000000004,0.4240643925669031,2025-01
100684,2025-01-10,USA,North America,Phone,Electronics,1,627.35,418.41,627.35,418.41,208.94,0.33305172551207457,2025-01
103802,2025-01-10,Australia,Australia & Oceania,Phone,Electronics,5,609.22,458.7,3046.1,2293.5,752.5999999999999,0.24707002396507008,2025-01
104818,2025-01-10,Mexico,North America,Tablet,Electronics,12,482.2,296.21,5786.4,3554.52,2231.8799999999997,0.3857113231024471,2025-01
103161,2025-01-10,Japan,Asia,Mouse,Accessories,4,42.06,24.28,168.24,97.12,71.12,0.42272943414170233,2025-01
100925,2025-01-10,Japan,Asia,Smartwatch,Wearables,3,202.27,140.51,606.81,421.53,185.27999999999997,0.30533445394769365,2025-01
104156,2025-01-11,Netherlands,Europe,Tablet,Electronics,15,453.59,333.21,6803.85,4998.15,1805.7000000000007,0.2653938578892834,2025-01
101599,2025-01-11,UK,Europe,Headphones,Accessories,1,122.8,66.84,122.8,66.84,55.959999999999994,0.455700325732899,2025-01
104429,2025-01-11,Netherlands,Europe,Keyboard,Accessories,13,65.0,40.48,845.0,526.24,318.76,0.3772307692307692,2025-01
101097,2025-01-11,Italy,Europe,Keyboard,Accessories,1,66.9,35.74,66.9,35.74,31.160000000000004,0.4657698056801196,2025-01
102845,2025-01-11,South Korea,Asia,Tablet,Electronics,15,417.25,314.39,6258.75,4715.85,1542.8999999999996,0.24651887357699215,2025-01
103064,2025-01-11,USA,North America,Smartwatch,Wearables,15,246.23,136.72,3693.45,2050.8,1642.6499999999996,0.4447467814644844,2025-01
101366,2025-01-11,Germany,Europe,Phone,Electronics,14,612.78,450.26,8578.92,6303.64,2275.2799999999997,0.26521753320930835,2025-01
101194,2025-01-11,USA,North America,Tablet,Electronics,11,425.16,301.05,4676.76,3311.55,1365.21,0.29191363251481794,2025-01
100579,2025-01-11,Japan,Asia,Mouse,Accessories,4,42.63,24.24,170.52,96.96,73.56000000000002,0.43138634764250533,2025-01
101115,2025-01-11,Singapore,Asia,Keyboard,Accessories,14,70.59,39.72,988.26,556.08,432.17999999999995,0.4373140671483213,2025-01
101884,2025-01-12,Mexico,North America,Headphones,Accessories,2,120.32,73.0,240.64,146.0,94.63999999999999,0.39328457446808507,2025-01
101849,2025-01-12,New Zealand,Australia & Oceania,Mouse,Accessories,14,49.59,23.5,694.26,329.0,365.26,0.5261141359144988,2025-01
101615,2025-01-12,India,Asia,Phone,Electronics,2,670.37,428.75,1340.74,857.5,483.24,0.36042782344078644,2025-01
102771,2025-01-12,Netherlands,Europe,Keyboard,Accessories,8,65.64,35.56,525.12,284.48,240.64,0.4582571602681292,2025-01
103972,2025-01-12,India,Asia,Monitor,Electronics,10,342.72,223.24,3427.2,2232.4,1194.7999999999997,0.3486227824463118,2025-01
100070,2025-01-12,Australia,Australia & Oceania,Laptop,Electronics,4,916.49,610.7,3665.96,2442.8,1223.1599999999999,0.3336533950179489,2025-01
104168,2025-01-12,UK,Europe,Keyboard,Accessories,8,73.97,36.94,591.76,295.52,296.24,0.5006083547384075,2025-01
104592,2025-01-12,Germany,Europe,Keyboard,Accessories,14,63.55,37.76,889.7,528.64,361.06000000000006,0.40582218725413066,2025-01
102566,2025-01-12,Germany,Europe,Phone,Electronics,10,623.29,414.86,6232.9,4148.6,2084.2999999999993,0.3344029264066485,2025-01
102323,2025-01-13,Canada,North America,Mouse,Accessories,10,46.05,22.45,460.5,224.5,236.0,0.512486427795874,2025-01
100187,2025-01-13,Mexico,North America,Laptop,Electronics,15,817.88,660.25,12268.2,9903.75,2364.4500000000007,0.1927299848388517,2025-01
100083,2025-01-13,Japan,Asia,Mouse,Accessories,8,42.18,23.72,337.44,189.76,147.68,0.43764817449027976,2025-01
102605,2025-01-13,Germany,Europe,Smartwatch,Wearables,11,205.67,137.9,2262.37,1516.9,745.4699999999998,0.32950843584382744,2025-01
101948,2025-01-14,UK,Europe,Headphones,Accessories,10,134.1,70.37,1341.0,703.7,637.3,0.47524235645041013,2025-01
103167,2025-01-14,Australia,Australia & Oceania,Smartwatch,Wearables,14,213.04,139.24,2982.56,1949.36,1033.2,0.34641381900112656,2025-01
104510,2025-01-14,Australia,Australia & Oceania,Phone,Electronics,14,614.75,416.5,8606.5,5831.0,2775.5,0.3224888165921106,2025-01
102681,2025-01-14,Germany,Europe,Phone,Electronics,6,682.78,416.6,4096.68,2499.6,1597.0800000000004,0.3898473886171242,2025-01
100451,2025-01-14,Mexico,North America,Tablet,Electronics,7,475.02,329.56,3325.14,2306.92,1018.2199999999998,0.3062186855290303,2025-01
101417,2025-01-14,Netherlands,Europe,Keyboard,Accessories,13,76.97,37.33,1000.61,485.29,515.3199999999999,0.5150058464336754,2025-01
104065,2025-01-14,New Zealand,Australia & Oceania,Smartwatch,Wearables,10,235.8,136.0,2358.0,1360.0,998.0,0.42324003392705684,2025-01
103902,2025-01-14,South Korea,Asia,Mouse,Accessories,6,43.39,23.66,260.34,141.96,118.37999999999997,0.4547130675270799,2025-01
103589,2025-01-14,Spain,Europe,Monitor,Electronics,14,338.14,224.58,4733.96,3144.12,1589.8400000000001,0.33583722718400666,2025-01
101649,2025-01-14,Mexico,North America,Tablet,Electronics,11,425.89,317.72,4684.79,3494.92,1189.87,0.2539857709737256,2025-01
104208,2025-01-14,Singapore,Asia,Mouse,Accessories,15,49.06,24.5,735.9,367.5,368.4,0.5006114961271911,2025-01
103400,2025-01-14,India,Asia,Tablet,Electronics,15,472.54,320.47,7088.1,4807.05,2281.05,0.3218140263258137,2025-01
101020,2025-01-15,UK,Europe,Keyboard,Accessories,4,70.64,39.4,282.56,157.6,124.96000000000001,0.44224235560588904,2025-01
104015,2025-01-15,USA,North America,Keyboard,Accessories,14,70.37,39.58,985.18,554.12,431.05999999999995,0.4375444081284638,2025-01
100492,2025-01-15,USA,North America,Headphones,Accessories,11,132.17,66.25,1453.87,728.75,725.1199999999999,0.4987516077778618,2025-01
100933,2025-01-15,Australia,Australia & Oceania,Monitor,Electronics,1,349.04,216.63,349.04,216.63,132.41000000000003,0.37935480174192077,2025-01
103741,2025-01-16,New Zealand,Australia & Oceania,Phone,Electronics,4,671.67,411.9,2686.68,1647.6,1039.08,0.38675242306489793,2025-01
101960,2025-01-16,USA,North America,Keyboard,Accessories,12,75.75,40.7,909.0,488.4,420.6,0.4627062706270627,2025-01
101244,2025-01-16,USA,North America,Monitor,Electronics,3,323.13,247.62,969.39,742.86,226.52999999999997,0.2336830377866493,2025-01
103239,2025-01-16,Canada,North America,Headphones,Accessories,9,132.0,69.41,1188.0,624.69,563.31,0.4741666666666666,2025-01
102613,2025-01-16,Germany,Europe,Phone,Electronics,2,633.75,456.29,1267.5,912.58,354.91999999999996,0.28001577909270214,2025-01
100027,2025-01-16,Germany,Europe,Monitor,Electronics,10,346.13,223.0,3461.3,2230.0,1231.3000000000002,0.3557333949672089,2025-01
102616,2025-01-16,Germany,Europe,Headphones,Accessories,10,129.92,68.04,1299.2,680.4,618.8000000000001,0.4762931034482759,2025-01
101368,2025-01-16,Australia,Australia & Oceania,Tablet,Electronics,6,443.05,305.48,2658.3,1832.88,825.4200000000001,0.31050671481774067,2025-01
102338,2025-01-16,Japan,Asia,Phone,Electronics,5,631.2,425.01,3156.0,2125.05,1030.9499999999998,0.32666349809885925,2025-01
103673,2025-01-16,USA,North America,Monitor,Electronics,3,339.07,217.3,1017.21,651.9,365.31000000000006,0.35912938331318023,2025-01
102388,2025-01-16,Canada,North America,Monitor,Electronics,5,380.79,221.52,1903.95,1107.6,796.3500000000001,0.4182620341920744,2025-01
104812,2025-01-16,Australia,Australia & Oceania,Laptop,Electronics,9,821.02,658.14,7389.18,5923.26,1465.92,0.19838737180580254,2025-01
103313,2025-01-16,Canada,North America,Mouse,Accessories,14,41.12,23.48,575.68,328.72,246.95999999999992,0.42898832684824895,2025-01
100947,2025-01-17,Germany,Europe,Smartwatch,Wearables,7,206.2,139.61,1443.4,977.27,466.1300000000001,0.32293889427740063,2025-01
102803,2025-01-17,Australia,Australia & Oceania,Headphones,Accessories,8,111.94,65.25,895.52,522.0,373.52,0.4170984455958549,2025-01
104590,2025-01-17,Canada,North America,Phone,Electronics,14,663.23,420.52,9285.22,5887.28,3397.9399999999996,0.3659514798787751,2025-01
104415,2025-01-17,Singapore,Asia,Tablet,Electronics,12,492.32,321.71,5907.84,3860.52,2047.3200000000002,0.3465428989275268,2025-01
103203,2025-01-17,Netherlands,Europe,Mouse,Accessories,3,50.14,22.53,150.42,67.59,82.82999999999998,0.550658157159952,2025-01
104190,2025-01-17,Canada,North America,Smartwatch,Wearables,4,201.05,142.02,804.2,568.08,236.12,0.2936085550857995,2025-01
100907,2025-01-18,Mexico,North America,Monitor,Electronics,8,376.59,217.5,3012.72,1740.0,1272.7199999999998,0.42244881701585274,2025-01
103314,2025-01-18,Spain,Europe,Keyboard,Accessories,8,71.04,40.8,568.32,326.4,241.92000000000007,0.42567567567567577,2025-01
104309,2025-01-18,USA,North America,Mouse,Accessories,6,43.16,23.08,258.96,138.48,120.47999999999999,0.4652455977757183,2025-01
104625,2025-01-18,Australia,Australia & Oceania,Phone,Electronics,13,688.49,461.99,8950.37,6005.87,2944.500000000001,0.32898081308370497,2025-01
104345,2025-01-18,South Korea,Asia,Keyboard,Accessories,6,75.97,38.43,455.82,230.58,225.23999999999998,0.49414242464130576,2025-01
102530,2025-01-18,New Zealand,Australia & Oceania,Tablet,Electronics,14,479.28,301.64,6709.92,4222.96,2486.96,0.37063929227174097,2025-01
101975,2025-01-18,France,Europe,Smartwatch,Wearables,13,206.86,134.18,2689.18,1744.34,944.8399999999999,0.3513487382770956,2025-01
100018,2025-01-18,UAE,Asia,Headphones,Accessories,3,111.41,68.52,334.23,205.56,128.67000000000002,0.384974418813392,2025-01
102063,2025-01-18,USA,North America,Laptop,Electronics,5,873.72,626.97,4368.6,3134.85,1233.7500000000005,0.28241313006455165,2025-01
104303,2025-01-18,Mexico,North America,Laptop,Electronics,2,949.99,622.53,1899.98,1245.06,654.9200000000001,0.34469836524595,2025-01
100342,2025-01-19,India,Asia,Headphones,Accessories,7,126.45,71.59,885.15,501.13,384.02,0.43384737050217476,2025-01
101334,2025-01-19,New Zealand,Australia & Oceania,Keyboard,Accessories,13,65.69,36.28,853.97,471.64,382.33000000000004,0.4477089359110976,2025-01
100294,2025-01-19,Japan,Asia,Phone,Electronics,11,714.94,460.73,7864.34,5068.03,2796.3100000000004,0.3555682994377151,2025-01
100578,2025-01-19,Australia,Australia & Oceania,Tablet,Electronics,13,501.24,299.3,6516.12,3890.9,2625.22,0.4028808554784135,2025-01
102584,2025-01-19,UAE,Asia,Smartwatch,Wearables,8,229.24,136.55,1833.92,1092.4,741.52,0.40433606700401326,2025-01
101117,2025-01-19,France,Europe,Smartwatch,Wearables,8,214.77,137.7,1718.16,1101.6,616.5600000000002,0.3588490012571589,2025-01
100672,2025-01-19,New Zealand,Australia & Oceania,Phone,Electronics,12,630.67,438.96,7568.04,5267.52,2300.5199999999995,0.3039783087827231,2025-01
100116,2025-01-19,Australia,Australia & Oceania,Headphones,Accessories,14,120.75,69.96,1690.5,979.44,711.06,0.4206211180124223,2025-01
103620,2025-01-19,Spain,Europe,Laptop,Electronics,6,905.9,665.83,5435.4,3994.98,1440.4199999999996,0.26500717518489897,2025-01
103072,2025-01-19,Mexico,North America,Tablet,Electronics,4,477.37,310.54,1909.48,1242.16,667.3199999999999,0.3494773446173827,2025-01
104167,2025-01-19,France,Europe,Laptop,Electronics,4,950.82,666.99,3803.28,2667.96,1135.3200000000002,0.29851075913422104,2025-01
104979,2025-01-20,Italy,Europe,Headphones,Accessories,5,127.79,73.08,638.95,365.4,273.55000000000007,0.4281242663745208,2025-01
103844,2025-01-20,Singapore,Asia,Tablet,Electronics,2,467.76,302.24,935.52,604.48,331.03999999999996,0.3538566786386181,2025-01
103019,2025-01-20,Italy,Europe,Headphones,Accessories,14,122.39,65.11,1713.46,911.54,801.9200000000001,0.4680120924912166,2025-01
102019,2025-01-20,Germany,Europe,Smartwatch,Wearables,15,239.05,142.37,3585.75,2135.55,1450.1999999999998,0.4044342187826814,2025-01
100038,2025-01-20,Netherlands,Europe,Laptop,Electronics,10,820.43,641.38,8204.3,6413.8,1790.499999999999,0.21823921602086702,2025-01
102293,2025-01-20,Netherlands,Europe,Headphones,Accessories,3,131.24,67.62,393.72,202.86,190.86,0.48476074367570865,2025-01
101352,2025-01-20,UAE,Asia,Tablet,Electronics,15,454.9,290.16,6823.5,4352.4,2471.1000000000004,0.36214552648933834,2025-01
104084,2025-01-20,Canada,North America,Mouse,Accessories,3,44.09,22.29,132.27,66.87,65.4,0.49444318439555457,2025-01
100525,2025-01-21,Mexico,North America,Headphones,Accessories,14,110.63,64.05,1548.82,896.7,652.1199999999999,0.42104311669529054,2025-01
101122,2025-01-21,Australia,Australia & Oceania,Phone,Electronics,8,632.59,418.02,5060.72,3344.16,1716.5600000000004,0.33919284212523126,2025-01
103369,2025-01-21,UK,Europe,Headphones,Accessories,10,130.52,64.98,1305.2,649.8,655.4000000000001,0.5021452650934723,2025-01
104363,2025-01-21,Mexico,North America,Headphones,Accessories,10,115.88,69.64,1158.8,696.4,462.4,0.39903348291335866,2025-01
101333,2025-01-21,Germany,Europe,Tablet,Electronics,3,480.26,306.9,1440.78,920.7,520.0799999999999,0.3609711406321575,2025-01
103109,2025-01-21,India,Asia,Headphones,Accessories,15,109.26,72.43,1638.9,1086.45,552.45,0.3370858502654219,2025-01
103819,2025-01-21,Mexico,North America,Tablet,Electronics,11,407.95,317.87,4487.45,3496.57,990.8799999999997,0.22081137394288508,2025-01
101631,2025-01-21,USA,North America,Monitor,Electronics,5,323.5,218.2,1617.5,1091.0,526.5,0.32550231839258115,2025-01
100398,2025-01-21,India,Asia,Mouse,Accessories,12,46.62,24.55,559.44,294.6,264.84000000000003,0.47340197340197343,2025-01
101081,2025-01-21,USA,North America,Smartwatch,Wearables,8,215.18,141.78,1721.44,1134.24,587.2,0.34110976856585185,2025-01
103753,2025-01-21,France,Europe,Headphones,Accessories,1,133.59,67.78,133.59,67.78,65.81,0.49262669361479156,2025-01
100354,2025-01-21,Germany,Europe,Smartwatch,Wearables,12,223.38,133.63,2680.56,1603.56,1077.0,0.4017817172531113,2025-01
103418,2025-01-22,USA,North America,Keyboard,Accessories,1,74.31,37.9,74.31,37.9,36.410000000000004,0.48997443143587677,2025-01
103422,2025-01-22,Mexico,North America,Headphones,Accessories,1,112.41,64.51,112.41,64.51,47.89999999999999,0.4261186727159505,2025-01
103104,2025-01-22,UAE,Asia,Laptop,Electronics,11,849.83,624.55,9348.13,6870.05,2478.079999999999,0.26508831178000297,2025-01
102001,2025-01-22,Netherlands,Europe,Smartwatch,Wearables,11,238.87,141.34,2627.57,1554.74,1072.8300000000002,0.40829740025955547,2025-01
102010,2025-01-22,South Korea,Asia,Phone,Electronics,7,651.52,444.18,4560.64,3109.26,1451.38,0.31824042239685657,2025-01
103244,2025-01-22,USA,North America,Phone,Electronics,3,698.64,413.03,2095.92,1239.09,856.8300000000002,0.4088085423107753,2025-01
103655,2025-01-22,Germany,Europe,Phone,Electronics,6,627.1,449.84,3762.6,2699.04,1063.56,0.2826662414287992,2025-01
101048,2025-01-22,UK,Europe,Phone,Electronics,4,693.8,461.08,2775.2,1844.32,930.8799999999999,0.33542807725569324,2025-01
100801,2025-01-22,USA,North America,Mouse,Accessories,7,46.97,23.33,328.79,163.31,165.48000000000002,0.5032999787098148,2025-01
100381,2025-01-23,Italy,Europe,Monitor,Electronics,5,385.76,239.27,1928.8,1196.35,732.45,0.3797438822065533,2025-01
101290,2025-01-23,UK,Europe,Monitor,Electronics,4,331.22,235.66,1324.88,942.64,382.2400000000001,0.28850914799830935,2025-01
102922,2025-01-23,Canada,North America,Laptop,Electronics,15,863.35,623.32,12950.25,9349.8,3600.4500000000007,0.2780216598135172,2025-01
100233,2025-01-23,UAE,Asia,Keyboard,Accessories,10,75.75,36.91,757.5,369.1,388.4,0.5127392739273927,2025-01
100660,2025-01-23,India,Asia,Tablet,Electronics,1,454.14,325.17,454.14,325.17,128.96999999999997,0.2839873166864843,2025-01
103414,2025-01-23,India,Asia,Phone,Electronics,4,721.94,453.05,2887.76,1812.2,1075.5600000000002,0.37245477463501125,2025-01
